city,latitude,longitude,country,population
La Libertad,16.7804,-90.12,Guatemala,8646
Seebad Heringsdorf,53.9543,14.1672,Germany,8443
Hakubachō,36.6982,137.8619,Japan,8621
Hawthorn Woods,42.2313,-88.0623,United States,8666
Cologna Veneta,45.3167,11.3833,Italy,8468
Volvera,44.95,7.5,Italy,8639
Unterwellenborn,50.6586,11.4419,Germany,8513
Ferreira do Zêzere,39.7,-8.2833,Portugal,8619
Ulstein,62.3564,5.8539,Norway,8575
Caerano di San Marco,45.7853,12.0042,Italy,8000
Bientina,43.7072,10.6206,Italy,8377
Reginópolis,-21.8878,-49.225,Brazil,8640
Middlebury,44.0043,-73.1223,United States,8661
Marlborough,41.6338,-73.9903,United States,8660
Yeşilhisar,38.35,35.0867,Turkey,8647
Vigliano Biellese,45.5617,8.1117,Italy,7738
Lakhzazra,33.0333,-7.05,Morocco,8582
Marcoussis,48.6417,2.2297,France,8171
Foyos,39.5386,-0.3567,Spain,7502
Santhià,45.3667,8.1667,Italy,8496
Bushtyno,48.0503,23.4894,Ukraine,8562
Sombreffe,50.5167,4.6,Belgium,8420
Hoquiam,46.9863,-123.9022,United States,8655
Chandpur,22.1623,88.3602,India,6777
Sortino,37.1667,15.0333,Italy,8561
Vidavalūru,14.5942,80.0297,India,8177
Tunga,11.25,124.75,Philippines,7656
Brigantine,39.4138,-74.3787,United States,8650
Teterow,53.7667,12.5667,Germany,8470
Virgínia,-22.3328,-45.0919,Brazil,8623
Dobrada,-21.5167,-48.3939,Brazil,8592
Le Poiré-sur-Vie,46.7686,-1.5083,France,8530
Cabrils,41.5283,2.3692,Spain,7567
Fishersville,38.1005,-78.9687,United States,8647
Kings Grant,34.2665,-77.8659,United States,8647
Concordia sulla Secchia,44.9124,10.9826,Italy,8440
Kennedale,32.6434,-97.2173,United States,8645
Biederitz,52.1608,11.7178,Germany,8430
Bang Len,14.0219,100.1719,Thailand,8429
Gūmmadidola,17.683,78.37,India,8032
Usiacurí,10.7428,-74.9758,Colombia,8561
Reocín,43.3611,-4.0864,Spain,8382
Lienen,52.1461,7.9739,Germany,8527
Lambarkiyine,33.2,-7.5,Morocco,8559
Conkal,21.0733,-89.5208,Mexico,7173
San Sebastián,18.3356,-66.9949,Puerto Rico,8640
Matawan,40.4127,-74.2365,United States,8640
Andrushivka,50.0167,29.0167,Ukraine,8606
Paddock Wood,51.1756,0.3955,United Kingdom,8263
Monahans,31.6289,-103.0403,United States,8639
Elz,50.4167,8.0333,Germany,8155
Khājuri,21.8611,87.948,India,7471
Großenlüder,50.5925,9.5423,Germany,8521
San Sperate,39.3575,9.0083,Italy,8318
Nefasīt,15.3333,39.0619,Eritrea,8600
Dorgali,40.2916,9.5876,Italy,8596
Plabennec,48.5019,-4.4261,France,8465
São Sebastião da Amoreira,-23.465,-50.7608,Brazil,8626
Langueux,48.495,-2.7175,France,7776
Adelsdorf,49.7112,10.8935,Germany,8366
North Madison,41.8298,-81.0511,United States,8630
Goundam,16.4144,-3.6708,Mali,8456
Laishevo,55.4,49.55,Russia,8604
Takiéta,13.6806,8.5292,Niger,8554
Sarzeau,47.5272,-2.7697,France,8487
Oppenheim,49.8556,8.3603,Germany,7562
Prairie du Sac,43.292,-89.7353,United States,8627
Ustyuzhna,58.8333,36.4333,Russia,8622
La Belleza,5.8575,-73.9656,Colombia,8596
Yasinia,48.2728,24.3747,Ukraine,8579
Lützen,51.2583,12.1417,Germany,8546
York,34.9967,-81.234,United States,8623
Tamballapalle,13.8994,78.4203,India,8416
Amapá,2.0528,-50.7928,Brazil,8622
Hampstead,42.8821,-71.1709,United States,8621
Salem,40.054,-111.672,United States,8621
Canford Cliffs,50.7,-1.93,United Kingdom,8620
Saint-Rémy-lès-Chevreuse,48.7058,2.0719,France,7810
Gavorrano,42.925,10.9083,Italy,8567
Hyrum,41.6311,-111.8418,United States,8619
Richlands,37.0878,-81.808,United States,8618
Ittiri,40.5908,8.5695,Italy,8541
Kahl am Main,50.0681,9.0067,Germany,7877
Oulad Khallouf,34.7167,-2.5833,Morocco,8605
Zuera,41.8692,-0.7881,Spain,8591
Schieder-Schwalenberg,51.8831,9.1831,Germany,8475
Ladue,38.6378,-90.3815,United States,8616
Rockland,44.1274,-69.1369,United States,8616
Lipki,53.95,37.7,Russia,8541
Simmern,49.9833,7.5167,Germany,7950
Verkhoturye,58.8667,60.8,Russia,8612
Kildare,53.1569,-6.909,Ireland,7538
Alamo Heights,29.4828,-98.4682,United States,8614
Kosiv,48.315,25.0953,Ukraine,8522
Oborniki Śląskie,51.3014,16.9147,Poland,8476
Leporano,40.3822,17.3343,Italy,8085
Lauta,51.4481,14.0997,Germany,8411
Le Grau-du-Roi,43.5372,4.1367,France,8457
Schuylkill,40.1086,-75.4982,United States,8611
Reserve,30.0741,-90.5557,United States,8611
Takaharu,31.9283,131.0078,Japan,8511
Osternienburg,51.8,12.0167,Germany,8549
Orting,47.0966,-122.2111,United States,8610
Ponte di Piave,45.7167,12.4667,Italy,8352
Tuba City,36.125,-111.2468,United States,8609
Mono,44.0167,-80.0667,Canada,8609
Rülzheim,49.1556,8.2936,Germany,8121
Untergruppenbach,49.0833,9.2667,Germany,8304
Baía Formosa,-6.3689,-35.0078,Brazil,8573
Francisco Santos,-6.9928,-41.1378,Brazil,8592
Monforte del Cid,38.3792,-0.7303,Spain,8500
Kiuruvesi,63.6528,26.6194,Finland,8600
Muzo,5.5297,-74.1044,Colombia,8548
Signal Mountain,35.1449,-85.3457,United States,8606
Fairmount,39.7931,-105.1712,United States,8606
Sawang Daen Din,17.475,103.4569,Thailand,8486
Pratápolis,-20.745,-46.8608,Brazil,8566
Nonnweiler,49.6065,6.9694,Germany,8477
Canet de Berenguer,39.6794,-0.2206,Spain,6812
Riverside,41.0319,-73.5827,United States,8604
Corning,39.9282,-122.182,United States,8604
Mauléon,46.9228,-0.7497,France,8533
Iksane,35.1333,-3.0333,Morocco,8417
Geroskípou,34.7609,32.4484,Cyprus,7878
Orrville,40.848,-81.7743,United States,8603
Niederwerrn,50.0667,10.1831,Germany,7804
Na Yung,17.9142,102.2403,Thailand,8564
Aigues-Mortes,43.5667,4.1925,France,8456
Rāvinūtala,15.739,80.08,India,8279
East Brandywine,40.0364,-75.7505,United States,8601
Japurá,-23.47,-52.5528,Brazil,8549
Isperih,43.7204,26.8281,Bulgaria,8545
Itauçu,-16.2008,-49.6078,Brazil,8575
Ferrandina,40.5,16.45,Italy,8593
Riacho dos Cavalos,-6.4428,-37.6508,Brazil,8563
Elsmere,38.9949,-84.6017,United States,8595
Calvisano,45.3489,10.3458,Italy,8543
Farmville,37.2959,-78.4002,United States,8594
Schnaittach,49.5592,11.3431,Germany,8423
Wissen,50.7825,7.735,Germany,8354
Bovezzo,45.5833,10.25,Italy,7433
Bompas,42.7311,2.9333,France,7310
Tanquinho,-11.9789,-39.1039,Brazil,8553
Ballsh,40.5991,19.7359,Albania,7657
Feurs,45.7408,4.2258,France,8252
Saint-Maixent-l’École,46.4128,-0.2081,France,7209
Long Hill,40.6838,-74.4878,United States,8590
Sheridan,45.096,-123.3983,United States,8590
Jauru,-15.3419,-58.8658,Brazil,8582
Bembibre,42.6154,-6.417,Spain,8455
Torre de Moncorvo,41.2,-7.1333,Portugal,8572
Sanatoga,40.2498,-75.5886,United States,8588
Bad Endorf,47.9,12.3,Germany,8377
Borgentreich,51.5692,9.2411,Germany,8523
Cagli,43.547,12.6473,Italy,8546
Birkenwerder,52.6833,13.2833,Germany,8134
Kalifornsky,60.4417,-151.1972,United States,8581
Kirk of Shotts,55.823,-3.804,United Kingdom,8570
Willowbrook,41.7635,-87.9456,United States,8579
Rio das Flores,-22.1678,-43.5858,Brazil,8561
Itamari,-13.7778,-39.6839,Brazil,8514
Tekmāl,17.97,78.04,India,8212
Doğubayazıt,39.55,44.0833,Turkey,8523
Verkhniy Mamon,50.1678,40.3967,Russia,8561
Springfield,30.1713,-85.6089,United States,8577
Green Cove Springs,29.9904,-81.6807,United States,8577
Solebury,40.3676,-75.0031,United States,8577
Caprino Veronese,45.6,10.8,Italy,8399
Tarrafas,-6.6839,-39.7608,Brazil,8573
White Horse,40.192,-74.7022,United States,8576
Thames,-37.1383,175.5375,New Zealand,7293
Cacalchen,20.9822,-89.2278,Mexico,6787
Perry Heights,40.7977,-81.468,United States,8575
Kellinghusen,53.95,9.7167,Germany,8142
Pöytyä,60.7167,22.6,Finland,8562
Anahawan,10.2742,125.2584,Philippines,8429
Berghom,22.8687,88.7088,India,6989
Lake Villa,42.4184,-88.0836,United States,8573
Colditz,51.1167,12.8167,Germany,8472
Vijayapuri South,16.558,79.309,India,8393
Guntersville,34.367,-86.2638,United States,8571
Großkrotzenburg,50.0833,8.9833,Germany,7559
Karmaskaly,54.3694,56.1778,Russia,8540
Montvale,41.0529,-74.0499,United States,8570
Rümlang,47.4533,8.5331,Switzerland,7929
Aspen,39.195,-106.8369,United States,8569
Ione,38.3613,-120.9422,United States,8568
Tryavna,42.8661,25.4919,Bulgaria,8529
Kampong Lambak,4.9687,114.9458,Brunei,7293
Joane,41.4333,-8.4167,Portugal,7528
Legazpia,43.055,-2.335,Spain,8367
Litchfield,42.843,-71.455,United States,8566
Imuris,30.7667,-110.8333,Mexico,6924
Sanluri,39.5611,8.9,Italy,8464
Konāda,18.0167,83.5667,India,8071
Brooksville,28.5404,-82.3903,United States,8564
Bang Mun Nak,16.0278,100.3792,Thailand,8448
Bühlertal,48.6933,8.1786,Germany,8105
Mourniés,35.485,24.013,Greece,7553
Bestensee,52.234,13.6307,Germany,8344
Brecon,51.948,-3.391,United Kingdom,8250
Riverside,41.831,-87.8169,United States,8563
Wyoming,39.2297,-84.4816,United States,8562
Staufen im Breisgau,47.8814,7.7314,Germany,8209
Alfonso Castañeda,15.794,121.3,Philippines,8539
As,51,5.5833,Belgium,8190
West Frankfort,37.8997,-88.9301,United States,8561
Dīgnagar,23.4283,87.6976,India,8313
Novoselitskoye,44.7508,43.4369,Russia,8544
Non Sang,16.8699,102.564,Thailand,8449
Queimada Nova,-8.5789,-41.4189,Brazil,8553
Toro,41.52,-5.3947,Spain,8532
Iwaizumi,39.8431,141.7967,Japan,8549
Pochinok,54.4,32.45,Russia,8545
Sirmione,45.4694,10.6061,Italy,8243
Indian Harbour Beach,28.153,-80.5976,United States,8557
Helmbrechts,50.2368,11.7159,Germany,8413
Lake Park,26.7998,-80.068,United States,8556
Lanco,-39.4523,-72.7755,Chile,8521
Sala Bolognese,44.6303,11.2761,Italy,8372
Murten,46.9281,7.1169,Switzerland,8222
San Pablo Huitzo,17.2764,-96.8825,Mexico,7024
Lucas,33.0942,-96.5803,United States,8553
Premnitz,52.5331,12.3331,Germany,8368
Piedmont,35.6784,-97.7528,United States,8551
Dubovskoye,47.4092,42.7575,Russia,8544
Krupki,54.325,29.1361,Belarus,8540
Albano Sant’Alessandro,45.6858,9.7678,Italy,8244
Minusio,46.1833,8.8167,Switzerland,7303
Franklin,36.6831,-76.9386,United States,8549
Moritzburg,51.165,13.6794,Germany,8368
Itaquara,-13.4508,-39.9408,Brazil,8519
Herencia,39.35,-3.3667,Spain,8510
Habo,57.9066,14.0856,Sweden,8516
Bad Grund,51.8089,10.2368,Germany,8344
Obluchye,49,131.05,Russia,8540
Jagannāthpur,25.3159,87.8785,India,7310
Yasnohirka,48.7725,37.5506,Ukraine,8034
Bībīnagar,17.4708,78.7946,India,8320
Conover,35.7155,-81.217,United States,8540
Gingelom,50.7492,5.1328,Belgium,8391
Mamurras,41.5775,19.6922,Albania,8282
Silly,50.65,3.9167,Belgium,8407
Wetumpka,32.5407,-86.2052,United States,8538
Port-Saint-Louis-du-Rhône,43.3875,4.8044,France,8423
Lößnitz,50.6214,12.7317,Germany,8267
Vietri sul Mare,40.6722,14.7278,Italy,7726
Ladysmith,48.9975,-123.8203,Canada,8537
Tuneiras do Oeste,-23.8708,-52.8758,Brazil,8533
Venavanka,18.3975,79.3878,India,7920
Laitila,60.8792,21.6931,Finland,8520
East Grand Forks,47.9284,-97.0138,United States,8535
Rangampeta,17.082,81.988,India,7983
Mansfield,40.0854,-74.7149,United States,8533
Bridgewater,44.37,-64.52,Canada,8532
Talambote,35.25,-5.1833,Morocco,8481
Ottobeuren,47.9414,10.2994,Germany,8381
Decimomannu,39.3112,8.9703,Italy,8234
Janzé,47.9606,-1.4992,France,8329
Santa Isabel do Ivaí,-23.0053,-53.1878,Brazil,8523
Rodalkundi,15.6774,76.7754,India,8260
Guaraçaí,-21.0283,-51.2067,Brazil,8525
Park Hills,37.8211,-90.505,United States,8529
Yarmouth,43.7978,-70.1719,United States,8529
Nova Glória,-15.1428,-49.5708,Brazil,8508
Meßkirch,47.9928,9.1125,Germany,8418
Sadanga,17.1667,121.0333,Philippines,8427
Lochgelly,56.1282,-3.3111,United Kingdom,7320
Fermignano,43.6766,12.645,Italy,8482
Laurel,45.6735,-108.7707,United States,8526
Edgemere,39.2273,-76.459,United States,8526
Divjakë,40.9964,19.5327,Albania,8445
Freistadt,48.5117,14.5061,Austria,7909
Southampton,40.0249,-77.546,United States,8523
Berg,47.9675,11.3558,Germany,8296
Ergué-Gabéric,47.9961,-4.0225,France,8313
Dirksland,51.75,4.1,Netherlands,8408
San Damiano d’Asti,44.8344,8.0647,Italy,8347
Morrisville,40.2074,-74.78,United States,8521
Rawlins,41.7849,-107.2265,United States,8521
Cabezón de la Sal,43.3075,-4.2325,Spain,8273
Laanoussar,33.6833,-4.8167,Morocco,8501
Negreşti,46.8403,27.4417,Romania,8380
Tizoual,30.9925,-7.8167,Morocco,8489
Saint-Gilles-Croix-de-Vie,46.6975,-1.9444,France,7759
Kottūru,18.7667,83.8833,India,8209
Narrabri,-30.3317,149.7678,Australia,7606
Succasunna,40.8507,-74.6596,United States,8514
Ouderkerk aan de Amstel,52.2972,4.9117,Netherlands,8200
Airola,41.0587,14.5592,Italy,8390
Plumsted,40.0468,-74.4852,United States,8513
Kethepalli,17.1907,79.4468,India,8193
Villafranca Tirrena,38.2333,15.4333,Italy,8469
Perryton,36.393,-100.7976,United States,8512
Bordesholm,54.1833,10.0167,Germany,7749
Dūpādu,15.9167,79.3667,India,8271
Chandipur,22.0528,88.2911,India,6982
Closter,40.9733,-73.9604,United States,8511
Le Loroux-Bottereau,47.2381,-1.3492,France,8327
Barra de São Miguel,-9.8333,-35.9,Brazil,8401
Māliāra,23.475,87.223,India,7918
St. Johns,43.0005,-84.5555,United States,8510
Trooz,50.5667,5.6833,Belgium,8172
Ait Ali Mimoune,33.7808,-5.7822,Morocco,8486
Khandaghosh,23.2091,87.6983,India,7717
Terrace Heights,46.6024,-120.4482,United States,8507
Siegsdorf,47.8234,12.6434,Germany,8355
Barra do Sul,-26.4558,-48.6119,Brazil,8430
Wörrstadt,49.8431,8.1156,Germany,8027
Kingscliff,-28.2617,153.5769,Australia,7464
Frostburg,39.6506,-78.9269,United States,8505
Kirugāvalu,12.3667,76.95,India,8268
Dunavarsány,47.2828,19.0661,Hungary,8141
Le Soler,42.6819,2.7933,France,7753
Japaratinga,-9.2544,-35.2578,Brazil,8403
Rolesville,35.9224,-78.4656,United States,8501
Lypovets,49.2161,29.0561,Ukraine,8463
Moulay Bou ’azza,33.2242,-6.1981,Morocco,8490
Stra,45.4167,12.25,Italy,7635
Sorbiers,45.4878,4.4503,France,7856
Bo‘ston,41.8478,60.93,Uzbekistan,8488
Karatber,22.4977,88.0649,India,6729
Biryusinsk,55.95,97.8167,Russia,8497
Mina Clavero,-31.7239,-65.005,Argentina,8487
Kolleti Kota,16.626,81.289,India,8325
Kemer,36.6,30.55,Turkey,8449
Viechtach,49.0792,12.8847,Germany,8364
Heuchelheim,50.5833,8.6333,Germany,7764
Túrkeve,47.1,20.75,Hungary,8462
Neuenbürg,48.8461,8.5889,Germany,8206
Booneville,34.6643,-88.5684,United States,8497
Sallisaw,35.4605,-94.807,United States,8497
Fusignano,44.4667,11.95,Italy,8164
Vohburg an der Donau,48.7667,11.6167,Germany,8312
Buryn,51.1951,33.8262,Ukraine,8476
East York,39.9687,-76.6759,United States,8495
Boured,34.7344,-4.0947,Morocco,8434
Ōwani,40.5183,140.5678,Japan,8442
Fabrica di Roma,42.3347,12.3003,Italy,8256
Sitka,57.2401,-135.3153,United States,8493
Verolanuova,45.3258,10.0758,Italy,8175
Chiwemla,17.1528,79.6861,India,8016
Zāzerān,32.6025,51.4969,Iran,7670
Campo Maior,39.0167,-7.0667,Portugal,8456
Stuttgart,34.495,-91.5485,United States,8490
Bolgar,54.9667,49.0333,Russia,8476
Jamkarān,34.5856,50.9072,Iran,8368
Aksakovo,43.2608,27.8159,Bulgaria,8064
Padrón,42.7381,-8.6603,Spain,8317
Visp,46.2922,7.8828,Switzerland,7891
Bünyan,38.8486,35.8592,Turkey,8467
Namsos,64.467,11.494,Norway,8471
Takkellapādu,16.3111,80.491,India,7966
San Cesario di Lecce,40.3,18.1667,Italy,8169
Bouaye,47.1436,-1.6889,France,7914
Kumphawapi,17.1151,103.0186,Thailand,8341
Coxsackie,42.3465,-73.8624,United States,8485
Derecske,47.3537,21.5718,Hungary,8403
Concord,42.545,-78.7075,United States,8484
Mystic Island,39.5659,-74.3831,United States,8484
Waterford,42.8044,-73.6917,United States,8484
Cohasset,42.2363,-70.8189,United States,8484
Dhanbela,22.9113,88.5345,India,6659
Titz,51.0062,6.4248,Germany,8361
Géri,35.1062,33.4195,Cyprus,8235
Araponga,-20.6669,-42.5208,Brazil,8453
Vera Cruz do Oeste,-25.0578,-53.8769,Brazil,8454
Kecel,46.525,19.2547,Hungary,8406
Willow Street,39.9809,-76.2705,United States,8478
Trignac,47.3181,-2.1892,France,7926
Lansdowne,39.2365,-76.6659,United States,8477
Allersberg,49.25,11.2333,Germany,8337
Elísio Medrado,-12.9458,-39.5219,Brazil,8434
Hillsboro,32.0091,-97.1151,United States,8476
Summit View,47.1343,-122.3468,United States,8475
Hipadpad,12.2833,125.2333,Philippines,8439
Vedano Olona,45.7769,8.8869,Italy,7425
Corona de Tucson,31.9495,-110.7836,United States,8470
Araguaçu,-12.9308,-49.8258,Brazil,8467
Habay-la-Vieille,49.7303,5.6464,Belgium,8387
Novoli,40.3833,18.05,Italy,8024
Dommaranandyāla,14.8644,78.3658,India,8337
Carnoux-en-Provence,43.2564,5.5644,France,6564
Strathaven,55.677,-4.065,United Kingdom,7350
Fethiye,36.6206,29.1142,Turkey,8386
Bushkill,40.7976,-75.3281,United States,8466
Middleton,43.7114,-116.6155,United States,8466
Lure,47.6831,6.4967,France,8131
Estrêla d’Oeste,-20.2878,-50.4008,Brazil,8462
L’Aigle,48.765,0.6275,France,8019
Lège-Cap-Ferret,44.7931,-1.1464,France,8374
Orocué,4.7897,-71.3392,Colombia,8460
Toritto,41,16.6833,Italy,8352
Kerrouchen,32.7986,-5.3225,Morocco,7021
Tha Maka,13.9203,99.7667,Thailand,8093
As Sallūm,31.5525,25.1575,Egypt,8445
Brętowo,54.3667,18.5667,Poland,7433
Moyeuvre-Grande,49.2528,6.0458,France,7662
Tuscumbia,34.7204,-87.7035,United States,8461
Vetluga,57.8556,45.7811,Russia,8455
Tobyhanna,41.1113,-75.5211,United States,8459
Mason,42.5806,-84.4427,United States,8458
Vern-sur-Seiche,48.0447,-1.6003,France,8049
Nörten-Hardenberg,51.6288,9.9359,Germany,8304
Anigandlapādu,16.892,80.287,India,8062
Dauphin,51.1992,-100.0633,Canada,8457
Ghassat,31.1697,-6.8042,Morocco,8448
Houplines,50.6908,2.9092,France,7770
Humboldt,35.8254,-88.9043,United States,8456
Baiersdorf,49.6564,11.0328,Germany,7794
Barton,42.0812,-76.4982,United States,8455
Chantonnay,46.6869,-1.0506,France,8354
Stockstadt am Main,49.9797,9.0639,Germany,8029
Kavulūru,16.6303,80.5828,India,8067
Fontaniva,45.6376,11.7522,Italy,8061
Deliatyn,48.5286,24.6236,Ukraine,8386
Serra dos Aimorés,-17.7828,-40.2478,Brazil,8412
North Londonderry,40.3227,-76.5867,United States,8451
Kirchberg,50.6222,12.5256,Germany,8242
Otterburn Park,45.5333,-73.2167,Canada,8450
Barby,51.9667,11.8667,Germany,8394
Bremgarten,47.3528,8.34,Switzerland,7765
Helena Valley Southeast,46.6175,-111.9186,United States,8448
São Vicente do Sul,-29.6919,-54.6789,Brazil,8440
Sunset Hills,38.531,-90.4087,United States,8447
Danagalli,12.2228,76.5714,India,6655
Nzalat Bni Amar,34.0981,-5.4161,Morocco,8350
Sand Lake,42.6284,-73.5477,United States,8446
Naushahra Panwān,31.3399,74.9537,India,7785
Lanivtsi,49.8644,26.0782,Ukraine,8401
University of Virginia,38.0405,-78.5163,United States,8444
Muri,47.2747,8.3417,Switzerland,7810
Gravellona Toce,45.9333,8.4333,Italy,7887
Neulengbach,48.1833,15.9,Austria,8281
Douar Mezaoura,34.5406,-4.7294,Morocco,8317
Freeport,43.8556,-70.1009,United States,8439
Bad Feilnbach,47.7747,12.0071,Germany,8294
Zwingenberg,49.7225,8.6139,Germany,7171
Audenge,44.6836,-1.0133,France,8336
Prien,30.1601,-93.2611,United States,8437
Guabito,9.4949,-82.6117,Panama,8387
Imoulas,30.7436,-8.7633,Morocco,8388
Būlaevo,54.9056,70.4439,Kazakhstan,8433
Vyetka,52.5592,31.1808,Belarus,8426
Tavas,37.5729,29.071,Turkey,8408
Campo Erê,-26.3939,-53.0778,Brazil,8418
Nallacheruvu,14.0061,78.1758,India,8023
Onalaska,30.8209,-95.1111,United States,8435
Navia,43.5333,-6.7167,Spain,8302
Boutersem,50.85,4.8333,Belgium,8167
Noyelles-sous-Lens,50.4306,2.8728,France,6646
Măcin,45.2456,28.1231,Romania,8245
Bystřice pod Hostýnem,49.3992,17.674,Czechia,8129
San Juan Talpa,13.5,-89.0833,El Salvador,7707
Olías del Rey,39.9433,-3.9878,Spain,8225
Lontra,-15.9073,-44.3038,Brazil,8397
Marcação,-6.77,-35.015,Brazil,8361
Taber,49.7847,-112.1508,Canada,8428
Peddakadabūru,15.766,77.326,India,8147
Bom Jardim de Goiás,-16.21,-52.1719,Brazil,8423
Kadınhanı,38.2397,32.2114,Turkey,8398
Pine Lake Park,40.0017,-74.2595,United States,8427
Entre Ijuís,-28.36,-54.2678,Brazil,8411
U Thong,14.3761,99.8922,Thailand,8237
Niedercorn,49.5333,5.9,Luxembourg,7354
West Manheim,39.7458,-76.943,United States,8425
Pézenas,43.4594,3.4228,France,8148
Luni,44.0848,10.042,Italy,8360
Pālakurti,17.6588,79.4325,India,7819
Los Altos Hills,37.3671,-122.139,United States,8423
Belvaux,49.5167,5.9333,Luxembourg,7826
Timmāpuram,17.0313,82.2462,India,7624
Rāvipādu,16.2598,80.0106,India,8047
Mrizig,32.8467,-7.1319,Morocco,8376
Jászapáti,47.5125,20.1417,Hungary,8313
Magtymguly,38.4333,56.2833,Turkmenistan,8412
Yadrin,55.95,46.2,Russia,8387
Massa,43.9167,10.75,Italy,7924
Meximieux,45.9044,5.1944,France,7848
Aspach,48.9667,9.3975,Germany,8187
Altavilla Milicia,38.0422,13.5503,Italy,8340
Santa Clara,37.1311,-113.6561,United States,8417
Upper Makefield,40.2942,-74.925,United States,8417
Uedem,51.6675,6.275,Germany,8281
Oranienbaum,51.8036,12.4064,Germany,8344
Phayakkhaphum Phisai,15.5183,103.1921,Thailand,8308
Monticello,40.7455,-86.7669,United States,8416
South Bruce Peninsula,44.7333,-81.2,Canada,8416
Vyshkovo,48.0581,23.4164,Ukraine,8288
Kitzbühel,47.4464,12.3919,Austria,8272
Liancourt,49.3308,2.4653,France,6951
Lakhanpur,24.6185,87.9484,India,6756
Edson,53.5817,-116.4344,Canada,8414
Neunburg vorm Wald,49.3467,12.3908,Germany,8338
Tomeşti,47.1333,27.7,Romania,8126
Bönnigheim,49.0408,9.095,Germany,8015
Gewanē,10.1664,40.6453,Ethiopia,8408
Pippara,16.7167,81.55,India,7719
Tuscania,42.4214,11.8719,Italy,8369
Suluova,40.8313,35.6479,Turkey,8332
Ogden,34.2656,-77.7965,United States,8408
Guilers,48.4256,-4.5581,France,7987
Rivolta d’Adda,45.4667,9.5167,Italy,8140
Oberstenfeld,49.0239,9.3194,Germany,8027
Pirambu,-10.7378,-36.8558,Brazil,8369
Hirslen,47.3646,8.5663,Switzerland,7465
Kahrīz Sang,32.6267,51.4808,Iran,8267
Wollerau,47.1956,8.7194,Switzerland,7255
Pino Troinese,45.0435,7.7726,Italy,8365
Lake of the Woods,38.3342,-77.7599,United States,8406
Congers,41.1484,-73.9456,United States,8406
Cairate,45.6833,8.8667,Italy,7720
Reichertshofen,48.6667,11.4667,Germany,8190
La Verpillière,45.6369,5.1428,France,7305
Ashland,39.8782,-75.0085,United States,8405
Makaha,21.4734,-158.2103,United States,8404
Villard-Bonnot,45.2381,5.8883,France,7175
Redenção do Gurguéia,-9.4869,-44.5858,Brazil,8400
Aragoiânia,-16.9119,-49.4508,Brazil,8365
Spring Valley Lake,34.4987,-117.2683,United States,8403
Bayport,40.746,-73.0546,United States,8402
Keminmaa,65.8014,24.5444,Finland,8388
Skaun,63.2814,10.0553,Norway,8367
Wietze,52.65,9.8333,Germany,8271
Puerres,0.8839,-77.5039,Colombia,8384
Savoy,40.06,-88.2552,United States,8401
Yuryevets,57.3167,43.1,Russia,8378
Pfronten,47.5833,10.55,Germany,8267
Jánoshalma,46.2967,19.3228,Hungary,8336
Atherton,-17.2658,145.478,Australia,7331
Fair Lakes,38.853,-77.3885,United States,8399
Tecumseh,42.0065,-83.945,United States,8398
Chiluvūru,16.3785,80.6146,India,7952
Möser,52.2167,11.8,Germany,8293
Dover,41.6839,-73.5739,United States,8396
Soriano nel Cimino,42.4194,12.2342,Italy,8290
Kaligiri,14.8333,79.7,India,8068
North Haledon,40.9628,-74.1844,United States,8395
Leforest,50.4372,3.0642,France,7232
Calusco d’Adda,45.6833,9.4833,Italy,8378
Dornstetten,48.47,8.4994,Germany,8061
Paris,39.6149,-87.6904,United States,8394
La Bassée,50.5336,2.8072,France,6545
Sirnach,47.4664,8.9997,Switzerland,7767
Grünheide,52.4167,13.8167,Germany,8327
Serramazzoni,44.4167,10.8,Italy,8304
Ponte nell’Alpi,46.183,12.2791,Italy,8250
Höchst,47.4592,9.64,Austria,7995
Salice Salentino,40.3833,17.9667,Italy,8253
El Porvenir,14.0207,-89.6471,El Salvador,8232
Mulakalacheruvu,13.8408,78.3056,India,8216
Gaylord,45.0213,-84.6803,United States,8388
Aransas Pass,27.8877,-97.1134,United States,8388
Grafenau,48.8561,13.3969,Germany,8256
Trevi,42.8933,12.7617,Italy,8363
Champagnole,46.7472,5.9072,France,7989
Khanu Woralaksaburi,16.074,99.8574,Thailand,8264
Ostseebad Kühlungsborn,54.1333,11.75,Germany,7896
Ellicott,42.133,-79.2361,United States,8384
Veliki Preslav,43.1605,26.812,Bulgaria,8276
Carbondale,41.5714,-75.5048,United States,8383
Arab,34.3309,-86.4991,United States,8383
Ventanas,-32.7419,-71.4839,Chile,8314
Monte San Giusto,43.2379,13.5946,Italy,7984
Darley,-37.6547,144.437,Australia,8372
Chaiwan,17.285,103.2281,Thailand,8297
Kandern,47.7144,7.6608,Germany,8249
Long Branch,38.8302,-77.2713,United States,8381
Alvorada,-12.48,-49.125,Brazil,8374
Châteauneuf-sur-Loire,47.8653,2.2222,France,8176
Quarto d’Altino,45.5786,12.3727,Italy,8094
San Miguel del Puerto,15.9167,-96.1667,Mexico,8362
Neusiedl am See,47.9486,16.8431,Austria,8235
Fairless Hills,40.1784,-74.8524,United States,8379
Milevsko,49.451,14.36,Czechia,8185
Northam,51.0393,-4.2104,United Kingdom,7489
General Câmara,-29.905,-51.76,Brazil,8361
Althengstett,48.7233,8.7939,Germany,7962
